1733537794.9972491,0.43023207783699036,173.92152559284773,down,down
1733537795.0794406,0.43596911430358887,173.5759494341844,down,down
1733537795.151052,0.43740972876548767,148.26161009010536,down,down
1733537795.2453175,0.4373297691345215,175.9935943885876,down,down
1733537795.319722,0.4049975872039795,176.08188893530826,down,down
1733537795.4063857,0.324538916349411,140.55898975563352,down,down
1733537795.4863524,0.33929064869880676,136.2319630826456,down,down
1733537795.5668774,0.3511417508125305,148.59783448916505,down,down
1733537795.6449356,0.4330691993236542,152.99061101443854,down,down
1733537795.7219253,0.34861263632774353,170.23073074003165,down,down
1733537795.791128,0.34635627269744873,174.62250092769247,down,down
1733537795.8740425,0.375674307346344,178.62159436001022,down,down
1733537795.9563015,0.36193564534187317,177.32902220799986,down,down
1733537796.0430663,0.34389081597328186,165.03516255649143,down,down
1733537796.13127,0.3205881118774414,162.79340102718794,down,down
1733537796.2058206,0.36467695236206055,165.48063881537954,down,down
1733537796.2933648,0.8074880838394165,86.22364894013563,down,down
1733537796.3702133,0.6426376700401306,7.134390795952454,up,up
1733537796.4491818,0.5754839777946472,49.30981742167404,up,up
1733537796.513192,0.5382339954376221,52.208359263284834,up,up
1733537796.6006708,0.579284131526947,57.79194185198405,up,up
1733537796.6801205,0.5540541410446167,128.85042452377115,up,up
1733537796.7489426,0.5991339087486267,158.91716185602397,down,down
1733537796.8159525,0.35216838121414185,137.89383778423056,down,down
1733537796.9631863,0.47068774700164795,134.7321850754047,down,down
1733537797.0466855,0.21773162484169006,160.34430812755255,down,down
1733537797.1231015,0.5592212677001953,89.63936982059018,down,down
1733537797.1943698,0.5312612652778625,119.86382849272664,up,up
1733537797.2772653,0.2769228518009186,76.96468960800223,up,up
1733537797.3606992,0.2165774405002594,150.90628128768276,up,up
1733537797.4326518,0.22807657718658447,23.858607742973252,down,down
1733537797.5266275,0.2643529176712036,6.249291647741284,up,up
1733537797.6021698,0.10383100807666779,177.530052664762,up,up
1733537797.6941326,0.06879822164773941,172.9833697418221,down,down
1733537797.7808566,0.060779232531785965,145.13643577438782,down,down
1733537797.8630743,0.11498846113681793,24.527444578676857,down,down
1733537798.068338,0.32060620188713074,37.81558892159273,up,up
1733537798.16328,0.32490476965904236,26.548036365045768,up,up
1733537798.2361295,0.302136093378067,7.177591409005773,up,up
1733537798.334081,0.2822195291519165,8.80590605740903,up,up
1733537798.4191005,0.25914695858955383,15.79664531686051,up,up
1733537798.518689,0.2606263756752014,5.604342431831136,up,up
1733537798.6182647,0.26935136318206787,4.948121864923727,up,up
1733537798.6982005,0.28981631994247437,0.9845072811770252,up,up
1733537798.772508,0.2941863536834717,10.376882006447763,up,up
1733537798.8493874,0.3040439486503601,5.781677754602933,up,up
1733537798.9246812,0.32089778780937195,4.753694858843691,up,up
1733537799.000607,0.36754581332206726,10.027624783756375,up,up
1733537799.084953,0.5271048545837402,120.52937356456806,up,up
1733537799.1643264,0.834933876991272,173.40557224712595,down,down
1733537799.2516322,0.6994778513908386,173.31790437305213,down,down
1733537799.3274236,0.6094777584075928,144.0471437923277,down,down
1733537799.4079235,0.5885777473449707,115.07138687316194,down,down
1733537799.4923363,0.42296668887138367,8.237682347942954,down,down
1733537799.5747228,0.5409489870071411,84.75333019165356,up,up
1733537799.6576054,0.48015785217285156,19.27639057571462,up,up
1733537799.7486417,0.3473367691040039,5.7453108714988295,up,up
1733537799.8436785,0.3821882903575897,2.7167631456414747,up,up
1733537799.9260237,0.3973976671695709,0.5213512237411996,up,up
1733537800.002354,0.536983847618103,23.34421565841539,up,up
1733537800.080747,0.5351625680923462,42.00429209031295,up,up
1733537800.1676724,0.35067278146743774,13.998110775571366,up,up
1733537800.2638,0.2508883774280548,8.347214806497949,up,up
1733537800.3520472,0.31170135736465454,8.315495452689305,up,up
1733537800.4182534,0.3247864842414856,6.298997917460583,up,up
1733537800.5069466,0.35011836886405945,2.3699829434884787,up,up
1733537800.5849042,0.32674282789230347,3.6538101411495725,up,up
1733537800.6701367,0.4393939971923828,4.81859564905817,up,up
1733537800.760494,0.2744198143482208,10.089696116745747,up,up
1733537800.9004457,0.2528030276298523,9.654449508548284,up,up
1733537800.9857285,0.23683010041713715,6.08742219268028,up,up
1733537801.0670335,0.5502938032150269,7.736322682537201,up,up
1733537801.1396883,0.49406731128692627,0.354551262921287,up,up
1733537801.2254543,0.898291289806366,147.3658434807277,up,up
1733537801.3254828,0.7534044981002808,16.922758741008344,down,down
1733537801.4056242,0.6880848407745361,6.082823229695189,up,up
1733537801.4908006,0.6747652888298035,5.07185433603791,up,up
1733537801.5734427,0.9849205017089844,128.52327096380782,up,up
1733537801.642349,0.8144645690917969,77.48170666765229,down,down
1733537801.7230327,0.9089834690093994,129.48786459846085,up,up
1733537801.8229296,0.8649445176124573,83.88340196179776,down,down
1733537801.9022825,0.6385840773582458,42.02301219468265,up,up
1733537801.9931712,0.5534777045249939,29.726992671420064,up,up
1733537802.068821,1.0228674411773682,152.50875856228086,up,up
1733537802.1427922,1.1633656024932861,175.06166975948787,down,down
1733537805.1953943,1.3804835081100464,179.20888869272403,down,down
1733537805.2892978,1.473756194114685,172.9972928830441,down,down
1733537805.3627102,1.312425136566162,172.86004142813297,down,down
1733537805.462357,1.3247783184051514,170.24730210882672,down,down
