Frame,Time,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Left_Angle,Right_Angle,Left_Wrist_Y,Right_Wrist_Y,Left_State,Right_State
10,0.3333333333333333,385.01991271972656,199.21616077423096,573.6229705810547,382.7621841430664,563.4871673583984,416.9534969329834,71.79389953613281,259.581241607666,2.7761250734329224,499.4681167602539,6.406159400939941,660.4848861694336,47.47763851486518,163.74819435138767,416.9534969329834,660.4848861694336,FLEXED,RESTING
11,0.36666666666666664,375.09044647216797,198.9466953277588,529.0205001831055,408.2311534881592,541.8476104736328,634.8095512390137,72.04409599304199,256.9789695739746,0.9897248446941376,509.18100357055664,-2.396404445171356,687.2175407409668,71.4048753439284,163.65982325005183,634.8095512390137,687.2175407409668,RESTING,RESTING
12,0.4,373.0936050415039,186.75095558166504,555.466194152832,208.21919918060303,567.8398895263672,41.9742214679718,79.64020729064941,254.4041347503662,25.18333673477173,507.18578338623047,6.185718774795532,704.7084617614746,83.3458520490178,165.30708652826186,41.9742214679718,704.7084617614746,EXTENDED,RESTING
13,0.43333333333333335,371.8775939941406,185.26197910308838,563.5197830200195,99.77673768997192,622.2039031982422,-191.2829875946045,89.3026351928711,252.0340633392334,64.57537651062012,505.0798988342285,39.454054832458496,705.4482078552246,101.88345904713768,168.06257446346564,-191.2829875946045,705.4482078552246,EXTENDED,RESTING
14,0.4666666666666667,367.0804977416992,184.84474182128906,541.2158966064453,69.48773145675659,595.5567169189453,-212.35558032989502,88.94590377807617,240.7258701324463,48.69209289550781,502.6358985900879,40.044026374816895,695.9020042419434,122.40656434784307,170.72167677214614,-212.35558032989502,695.9020042419434,EXTENDED,RESTING
15,0.5,366.6619110107422,184.83909130096436,523.3530426025391,49.53845500946045,583.2584381103516,-225.14336585998535,87.64595031738281,242.40652084350586,41.88124656677246,505.80230712890625,38.95681858062744,698.1778907775879,127.48732804372784,172.39303133265292,-225.14336585998535,698.1778907775879,EXTENDED,RESTING
16,0.5333333333333333,362.94445037841797,181.10994815826416,491.93580627441406,49.29007172584534,510.0835418701172,-243.5127353668213,70.92719078063965,226.78112983703613,37.36384153366089,493.70195388793945,30.63896894454956,692.5905990600586,125.93982974840188,174.27592931495522,-243.5127353668213,692.5905990600586,EXTENDED,RESTING
17,0.5666666666666667,360.9589385986328,181.77316188812256,501.4549255371094,115.28695821762085,442.34046936035156,-143.5984754562378,70.20234107971191,222.41207599639893,49.61334228515625,486.62052154541016,31.32551670074463,689.7240829467773,128.92367263615895,175.47081339656657,-143.5984754562378,689.7240829467773,EXTENDED,RESTING
18,0.6,340.29247283935547,183.38788032531738,480.90599060058594,244.42082405090332,408.8063430786133,32.793002128601074,48.26466083526611,222.0989227294922,37.74569272994995,488.8538360595703,31.633024215698242,687.3210525512695,113.38047581964365,175.68501573937647,32.793002128601074,687.3210525512695,EXTENDED,RESTING
19,0.6333333333333333,341.0828399658203,183.83598804473877,478.19515228271484,337.08669662475586,374.90196228027344,105.48891305923462,48.78997325897217,207.5511360168457,60.49813270568848,489.1966438293457,47.63547420501709,694.3160820007324,90.04968752152391,175.7263845091521,105.48891305923462,694.3160820007324,FLEXED,RESTING
20,0.6666666666666666,343.49193572998047,183.86695861816406,482.8418731689453,361.09113693237305,374.70458984375,132.93133735656738,49.12647724151611,209.34348106384277,54.74177360534668,482.66801834106445,48.84593486785889,662.0189666748047,63.99083128838303,176.91158217293818,132.93133735656738,662.0189666748047,FLEXED,RESTING
21,0.7,344.72476959228516,183.1596279144287,485.5450439453125,347.4207401275635,395.37315368652344,31.07606291770935,47.47673034667969,197.96048641204834,51.7790412902832,442.2396755218506,50.919861793518066,558.6066055297852,41.09653435133691,177.6712458724841,31.07606291770935,558.6066055297852,FLEXED,RESTING
22,0.7333333333333333,338.6365509033203,181.55960083007812,473.95362854003906,326.50574684143066,365.4640197753906,12.541505992412567,48.01069736480713,199.0022850036621,69.61808681488037,465.90325355529785,58.25631141662598,608.1968879699707,25.398057496092243,175.97037509891794,12.541505992412567,608.1968879699707,FLEXED,RESTING
23,0.7666666666666667,330.2318572998047,178.90894889831543,462.64373779296875,324.9825382232666,354.5297622680664,95.50790548324585,40.75414180755615,191.66699409484863,57.40218162536621,461.82844161987305,69.35582637786865,562.2732353210449,19.246309971694654,175.41710099683425,95.50790548324585,562.2732353210449,FLEXED,RESTING
24,0.8,326.4061737060547,186.377534866333,457.1104049682617,339.8232364654541,336.21551513671875,143.14900875091553,11.606873273849487,199.67279434204102,30.142230987548828,467.109317779541,51.62877082824707,570.1948356628418,17.459013796521987,175.04900575274047,143.14900875091553,570.1948356628418,FLEXED,RESTING
25,0.8333333333333334,323.1871032714844,189.634051322937,453.8282012939453,336.43235206604004,355.2212142944336,127.26862907409668,25.419363975524902,202.62155055999756,12.45107889175415,467.6645278930664,21.623737812042236,585.0500679016113,18.180484836441643,174.2071022991396,127.26862907409668,585.0500679016113,FLEXED,RESTING
26,0.8666666666666667,304.8870849609375,201.65512561798096,438.4982681274414,255.95561027526855,343.5253143310547,7.13051900267601,-29.975292682647705,213.48528385162354,-20.28188705444336,468.0091953277588,0.26554182171821594,531.8021965026855,22.639528846894212,171.3590120766915,7.13051900267601,531.8021965026855,FLEXED,RESTING
27,0.9,306.4605140686035,198.17492008209229,454.46163177490234,196.84510231018066,353.7746810913086,-118.86525392532349,7.80670702457428,207.12116718292236,-39.01768207550049,257.7696418762207,6.305757761001587,113.0005931854248,32.41080854497742,142.27159787519594,-118.86525392532349,113.0005931854248,FLEXED,EXTENDED
28,0.9333333333333333,308.3051109313965,194.45078372955322,477.27230072021484,151.737699508667,359.5032501220703,-142.823224067688,10.88843584060669,180.15203475952148,-26.698908805847168,297.3335266113281,52.6572322845459,169.12453651428223,45.496767624911605,109.71799717778663,-142.823224067688,169.12453651428223,FLEXED,EXTENDED
29,0.9666666666666667,318.4429359436035,194.89721775054932,464.11426544189453,137.3460817337036,377.6846694946289,-140.72546482086182,41.95858955383301,214.65738773345947,-25.02955913543701,375.4477787017822,50.78322410583496,437.59002685546875,62.586022535339076,96.62448790080053,-140.72546482086182,437.59002685546875,FLEXED,FLEXED
30,1.0,330.3845977783203,200.77619075775146,478.51985931396484,170.18699169158936,385.7733917236328,-132.98874378204346,53.653998374938965,230.52589416503906,-16.914150714874268,456.39209747314453,64.20884609222412,613.9905166625977,76.23229015371322,89.16085010627314,-132.98874378204346,613.9905166625977,FLEXED,RESTING
31,1.0333333333333334,350.3571319580078,201.06602668762207,517.3099899291992,80.38254976272583,534.9545288085938,-229.72716808319092,58.86788845062256,256.9431781768799,-24.536664485931396,495.26636123657227,12.02708125114441,665.808048248291,92.65757538934548,86.01752594771843,-229.72716808319092,665.808048248291,FLEXED,RESTING
32,1.0666666666666667,360.6541061401367,200.83897590637207,566.401481628418,91.26407861709595,590.0474166870117,-241.39735221862793,62.726988792419434,266.54245376586914,-25.318291187286377,521.2601852416992,-37.198710441589355,695.0934791564941,102.51318736309761,113.91198181054975,-241.39735221862793,695.0934791564941,FLEXED,RESTING
33,1.1,372.8577423095703,200.34183025360107,589.2550659179688,176.33620262145996,559.465217590332,-195.4130458831787,61.297712326049805,260.9614849090576,-23.435640335083008,506.0834312438965,-31.7618465423584,679.720516204834,104.38401358702556,143.85290323179908,-195.4130458831787,679.720516204834,FLEXED,RESTING
34,1.1333333333333333,381.7144775390625,200.03774642944336,567.3671722412109,435.0629997253418,590.7100296020508,644.7159004211426,65.37127494812012,258.415002822876,-5.359693169593811,482.92808532714844,-22.10017204284668,708.299560546875,115.13510474185678,155.86054028660632,644.7159004211426,708.299560546875,RESTING,RESTING
35,1.1666666666666667,396.4994430541992,198.8774013519287,559.3667602539062,420.19932746887207,588.8541793823242,723.5575103759766,67.96363830566406,255.87510108947754,9.174776077270508,480.2109718322754,5.905627608299255,749.1222953796387,128.04421700106303,161.980420729645,723.5575103759766,749.1222953796387,RESTING,RESTING
36,1.2,408.7407684326172,197.79039859771729,563.4115600585938,393.4307670593262,610.7180786132812,338.7367343902588,74.92847442626953,255.39653778076172,32.22363233566284,504.0615463256836,43.58894348144531,699.3022727966309,118.05798309972727,165.6429929271654,338.7367343902588,699.3022727966309,EXTENDED,RESTING
37,1.2333333333333334,417.3489761352539,200.39089679718018,559.8170852661133,418.7840938568115,621.1098480224609,729.7970008850098,74.30549621582031,254.63536262512207,27.83351421356201,499.19145584106445,39.978346824645996,722.3137664794922,125.24321298341064,165.89967211525868,729.7970008850098,722.3137664794922,RESTING,RESTING
38,1.2666666666666666,416.0789108276367,214.36735153198242,555.8364105224609,501.67659759521484,594.745979309082,625.6374549865723,76.3211727142334,252.98887252807617,26.78436040878296,494.113712310791,37.97715425491333,725.2999877929688,141.19078095875568,166.28821093973127,625.6374549865723,725.2999877929688,RESTING,RESTING
39,1.3,411.78295135498047,216.60987854003906,557.5615310668945,438.5185146331787,618.3669281005859,335.7682800292969,82.16344833374023,252.566499710083,34.668896198272705,493.7295913696289,40.86517810821533,707.3421478271484,124.3650310700395,166.3753611703163,335.7682800292969,707.3421478271484,EXTENDED,RESTING
40,1.3333333333333333,418.86478424072266,218.99529933929443,539.2637252807617,445.59617042541504,617.2719192504883,733.6277389526367,77.43965148925781,251.52291297912598,32.54842281341553,489.6808433532715,6.832222938537598,728.8720321655273,127.95863084462539,168.26534243604746,733.6277389526367,728.8720321655273,RESTING,RESTING
41,1.3666666666666667,422.0635223388672,218.0636501312256,524.0253829956055,450.33350944519043,541.174201965332,730.3842544555664,77.03869819641113,251.14248275756836,33.22942018508911,487.7311134338379,3.511759042739868,721.2111854553223,144.08195620823034,170.2331926473551,730.3842544555664,721.2111854553223,RESTING,RESTING
42,1.4,420.8915328979492,217.257399559021,524.0436935424805,449.3478012084961,593.9120483398438,718.2686233520508,71.5213394165039,251.7894744873047,32.42621183395386,487.61730194091797,-12.662500143051147,714.8324203491211,146.59615034558772,172.64595188657105,718.2686233520508,714.8324203491211,RESTING,RESTING
43,1.4333333333333333,414.1497039794922,217.0652675628662,521.9178009033203,444.9323558807373,605.6272125244141,701.6631889343262,63.9084529876709,251.3291358947754,30.826356410980225,484.23683166503906,-34.717745780944824,714.7916793823242,146.8483830382298,173.96504758077845,701.6631889343262,714.7916793823242,RESTING,RESTING
44,1.4666666666666666,409.55074310302734,215.83391189575195,514.4434356689453,438.3842468261719,617.5418853759766,670.1656150817871,61.04447841644287,251.15942001342773,30.23794651031494,481.9203758239746,-27.731246948242188,714.0688133239746,169.81361423083416,175.24230597549098,670.1656150817871,714.0688133239746,RESTING,RESTING
45,1.5,407.9479217529297,214.84336853027344,514.9811935424805,438.2625102996826,608.7801361083984,696.2425804138184,55.14138221740723,250.97554206848145,30.03018856048584,481.2292671203613,-23.046813011169434,711.939811706543,171.25600806200094,174.80354646808524,696.2425804138184,711.939811706543,RESTING,RESTING
46,1.5333333333333334,407.41634368896484,214.72566604614258,515.5146408081055,446.7056465148926,604.9108123779297,728.4931755065918,53.80989074707031,250.9211254119873,28.683338165283203,482.06125259399414,-33.23436737060547,724.3560218811035,173.81865525623513,173.8247679073742,728.4931755065918,724.3560218811035,RESTING,RESTING
47,1.5666666666666667,410.3460693359375,214.3879795074463,519.7257232666016,445.67333221435547,603.1000900268555,714.7313117980957,52.88861274719238,250.80533981323242,28.537960052490234,482.4533271789551,-31.854496002197266,724.075870513916,174.07967694324105,172.58051899444314,714.7313117980957,724.075870513916,RESTING,RESTING
48,1.6,410.2191925048828,210.6864309310913,520.0930023193359,443.1210994720459,617.347526550293,703.2413291931152,52.17565059661865,249.09582138061523,28.16474676132202,479.721736907959,-8.364225625991821,721.8070793151855,174.57005001780632,173.6102429449905,703.2413291931152,721.8070793151855,RESTING,RESTING
49,1.6333333333333333,409.94972229003906,206.67919635772705,519.5266723632812,441.30334854125977,615.7194137573242,698.3119583129883,54.1838264465332,248.3887481689453,28.33069086074829,478.7979984283447,20.61736822128296,712.8903579711914,173.91830523877107,173.9905531500158,698.3119583129883,712.8903579711914,RESTING,RESTING
50,1.6666666666666667,410.0562286376953,204.7890329360962,520.5064010620117,440.4612636566162,615.1462554931641,695.4540824890137,54.22060966491699,247.19012260437012,28.18207025527954,476.48122787475586,20.85458517074585,700.3325843811035,174.0920156627595,174.4161483987132,695.4540824890137,700.3325843811035,RESTING,RESTING
51,1.7,410.7326889038086,204.52237129211426,523.2231521606445,442.3524284362793,577.4341583251953,686.715030670166,55.12659549713135,247.07347869873047,28.01558017730713,475.00316619873047,19.384901523590088,700.3802490234375,173.00760353078917,175.12430113652033,686.715030670166,700.3802490234375,RESTING,RESTING
52,1.7333333333333334,410.69854736328125,204.41797256469727,524.587516784668,443.84053230285645,578.354377746582,702.3151588439941,55.25979042053223,247.19115257263184,27.905964851379395,474.24848556518555,23.636868000030518,704.4781494140625,171.88856581391843,175.56937693246815,702.3151588439941,704.4781494140625,RESTING,RESTING
53,1.7666666666666666,410.5643844604492,204.60532665252686,526.693229675293,448.6339473724365,578.3901214599609,713.6591720581055,55.51831245422363,247.5857448577881,28.81652593612671,474.69377517700195,24.318833351135254,718.3709335327148,169.96644247449083,174.96713760644897,713.6591720581055,718.3709335327148,RESTING,RESTING
54,1.8,409.42649841308594,203.7877321243286,526.0980224609375,447.84032821655273,565.0974655151367,712.6551246643066,55.638322830200195,246.26046180725098,29.244468212127686,468.98860931396484,23.195691108703613,718.1660842895508,167.4347435703697,174.79659851882823,712.6551246643066,718.1660842895508,RESTING,RESTING
55,1.8333333333333333,409.16282653808594,203.8344669342041,523.5956573486328,447.2024631500244,566.3861846923828,716.015682220459,53.2169246673584,245.8479881286621,26.10819101333618,467.07956314086914,22.419848442077637,717.4081993103027,165.1567121975955,174.4890325937452,716.015682220459,717.4081993103027,RESTING,RESTING
56,1.8666666666666667,409.48909759521484,203.88147354125977,523.7930297851562,449.36662673950195,572.0725631713867,722.1637344360352,51.65245056152344,245.30393600463867,26.080965995788574,467.67459869384766,17.725902795791626,729.2716026306152,164.73144199533994,174.460941594487,722.1637344360352,729.2716026306152,RESTING,RESTING
57,1.9,410.0767517089844,203.9146327972412,522.4381256103516,449.452428817749,572.0008087158203,716.2727737426758,46.18654251098633,233.75733375549316,13.476861715316772,462.8242778778076,11.90708041191101,704.2979621887207,164.65587938220958,174.07152370791889,716.2727737426758,704.2979621887207,RESTING,RESTING
58,1.9333333333333333,410.03753662109375,203.73250007629395,524.8513793945312,443.25536727905273,585.5898284912109,714.1549873352051,34.245662689208984,221.72545909881592,-3.062429428100586,458.2971382141113,-51.79837703704834,687.9240989685059,164.94348919746102,174.59702794121455,714.1549873352051,687.9240989685059,RESTING,RESTING
59,1.9666666666666666,410.16517639160156,203.2624340057373,527.2332000732422,439.02668952941895,580.952033996582,712.2739791870117,34.47021007537842,216.95292949676514,-1.0909400135278702,455.1338195800781,-49.617509841918945,684.6849632263184,165.3211700934732,174.9815992559191,712.2739791870117,684.6849632263184,RESTING,RESTING
60,2.0,414.9420928955078,194.84365940093994,538.3945846557617,431.4444351196289,564.7698974609375,711.1251068115234,35.294528007507324,207.91590213775635,0.25365233421325684,441.1505699157715,-40.6247615814209,669.971981048584,164.11545127444734,175.89300831073018,711.1251068115234,669.971981048584,RESTING,RESTING
61,2.033333333333333,418.86478424072266,192.09623336791992,545.2119064331055,431.06417655944824,559.2646408081055,715.4179000854492,35.75955867767334,198.059720993042,0.8459137380123138,433.85387420654297,-42.718210220336914,660.5083465576172,162.09435757330553,176.34765164756672,715.4179000854492,660.5083465576172,RESTING,RESTING
62,2.066666666666667,423.1159210205078,187.9211711883545,547.9583740234375,427.9910373687744,552.8116607666016,714.0722465515137,34.93537902832031,179.67760562896729,-10.15174150466919,438.7038230895996,-41.70816898345947,644.8064804077148,159.60693104255105,177.66463844374388,714.0722465515137,644.8064804077148,RESTING,RESTING
63,2.1,426.16432189941406,184.47392463684082,552.2428131103516,425.99315643310547,529.3605804443359,713.1402397155762,35.76812744140625,179.78274822235107,-8.696660995483398,442.51078605651855,-40.32196044921875,617.845401763916,155.7772113473942,178.14504034313,713.1402397155762,617.845401763916,RESTING,RESTING
64,2.1333333333333333,449.4477081298828,181.58005714416504,575.8781051635742,424.5215034484863,579.1815948486328,710.5392265319824,41.0007381439209,160.55245399475098,-14.743717908859253,436.5146827697754,-37.723050117492676,610.9101676940918,153.467803973743,178.05124487390364,710.5392265319824,610.9101676940918,RESTING,RESTING
65,2.1666666666666665,462.0027542114258,177.41028785705566,581.0258102416992,419.28248405456543,577.8007888793945,709.7008323669434,53.00490379333496,153.82591724395752,-13.378084897994995,429.8500442504883,-41.20131015777588,616.8481063842773,152.5337041694483,177.35624334903065,709.7008323669434,616.8481063842773,RESTING,RESTING
66,2.2,478.8379669189453,176.53733253479004,580.576057434082,424.45261001586914,560.8809280395508,719.2152786254883,52.66695022583008,149.8004150390625,-25.192837715148926,433.9335536956787,-40.960798263549805,623.2712745666504,152.31418709541126,175.73496338300484,719.2152786254883,623.2712745666504,RESTING,RESTING
67,2.2333333333333334,487.32391357421875,177.0274257659912,582.9738235473633,483.6357307434082,523.7218475341797,752.5793838500977,51.672024726867676,144.61501121520996,-34.88492488861084,435.22536277770996,-48.694729804992676,630.9316635131836,151.66482862105477,173.4588904152466,752.5793838500977,630.9316635131836,RESTING,RESTING
68,2.2666666666666666,499.01966094970703,174.28343296051025,610.4475021362305,488.84565353393555,528.7964630126953,757.3518562316895,52.20484733581543,147.5621509552002,-31.030278205871582,435.42901039123535,-33.70124340057373,575.7869338989258,150.80519092540172,170.57528140199923,757.3518562316895,575.7869338989258,RESTING,RESTING
69,2.3,501.055908203125,174.48466300964355,604.6305084228516,505.2088165283203,515.7574462890625,764.3798446655273,52.03751087188721,140.71831226348877,-45.557098388671875,436.12915992736816,-35.927574634552,589.1176414489746,148.90812221626157,166.98131260375777,764.3798446655273,589.1176414489746,RESTING,RESTING
