Frame,Time,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Left_Angle,Right_Angle,Left_Wrist_Y,Right_Wrist_Y,Left_State,Right_State
21,0.42,534.9906206130981,275.0481963157654,551.3706028461456,339.58002626895905,559.4862699508667,401.83922052383423,454.060435295105,275.8805125951767,446.4964985847473,338.27126920223236,428.05657982826233,392.9017245769501,173.21068323264615,168.32845437429683,401.83922052383423,392.9017245769501,RESTING,RESTING
22,0.44,534.9915325641632,275.05487501621246,551.3804733753204,339.5772635936737,559.4859480857849,401.8344461917877,454.05625104904175,275.88405311107635,446.50183618068695,338.26440274715424,428.03273499011993,392.9043799638748,173.19765645320845,168.29719925888753,401.8344461917877,392.9043799638748,RESTING,RESTING
23,0.46,534.9979162216187,275.05892515182495,551.3891637325287,339.57404494285583,559.4853579998016,401.83254182338715,454.0545344352722,275.8915901184082,446.5112239122391,338.26182782649994,428.0260294675827,392.9187834262848,173.1833183955699,168.26669310101562,401.83254182338715,392.9187834262848,RESTING,RESTING
24,0.48,534.9979162216187,275.06517469882965,551.4003753662109,339.58560526371,559.4849824905396,401.83074474334717,454.05072569847107,275.894433259964,446.5164005756378,338.25206458568573,428.0241519212723,392.92127788066864,173.1670231513665,168.23973110136518,401.83074474334717,392.92127788066864,RESTING,RESTING
25,0.5,535.0010275840759,275.12372732162476,551.4025211334229,339.7318124771118,559.4827830791473,401.8650770187378,454.05126214027405,275.8994221687317,446.53512239456177,338.2256180047989,428.0227839946747,392.9466247558594,173.1612004013008,168.2173257325216,401.8650770187378,392.9466247558594,RESTING,RESTING
26,0.52,535.007518529892,275.1557528972626,551.4050960540771,339.8817479610443,559.4814419746399,401.9268751144409,454.0442883968353,275.9029895067215,446.5383678674698,338.2197439670563,428.01817059516907,392.9766923189163,173.16439831107797,168.2013778999637,401.9268751144409,392.9766923189163,RESTING,RESTING
27,0.54,535.0132048130035,275.215619802475,551.3980686664581,340.0586128234863,559.4677627086639,401.9919455051422,454.0398895740509,275.9057253599167,446.5437054634094,338.18672597408295,428.00494730472565,393.0499702692032,173.17975986267334,168.1940889708274,401.9919455051422,393.0499702692032,RESTING,RESTING
28,0.56,535.0206077098846,275.22970139980316,551.3803660869598,340.13065695762634,559.4276905059814,402.07353830337524,454.03822660446167,275.9100168943405,446.54601216316223,338.09628188610077,427.961790561676,393.11316311359406,173.199827721915,168.19309337137304,402.07353830337524,393.11316311359406,RESTING,RESTING
29,0.58,535.0443184375763,275.26379227638245,551.3724267482758,340.18580317497253,559.4030678272247,402.1689176559448,454.0398359298706,275.9212017059326,446.5480774641037,338.0663752555847,427.89838314056396,393.1812644004822,173.22547490436887,168.18877390147347,402.1689176559448,393.1812644004822,RESTING,RESTING
30,0.6,535.0562810897827,275.3054738044739,551.3520956039429,340.31728506088257,559.3457221984863,402.3008018732071,454.04085516929626,275.9459853172302,446.53850197792053,338.06146681308746,427.79924869537354,393.4428334236145,173.2477606073261,168.19023544581074,402.3008018732071,393.4428334236145,RESTING,RESTING
31,0.62,535.0621283054352,275.35190284252167,551.3403475284576,340.3665840625763,559.328556060791,402.32435166835785,454.0356516838074,275.98367035388947,446.4916706085205,338.0572557449341,427.71972119808197,393.6952829360962,173.26570118533715,168.21103938241885,402.32435166835785,393.6952829360962,RESTING,RESTING
32,0.64,535.0988209247589,275.4345417022705,551.3182461261749,340.4571622610092,559.3046307563782,402.34830379486084,454.0354371070862,276.00416243076324,446.46224677562714,338.053822517395,427.5934159755707,393.79766285419464,173.28648426461854,168.22412513417538,402.34830379486084,393.79766285419464,RESTING,RESTING
33,0.66,535.1780533790588,275.5787640810013,551.2876689434052,340.91372787952423,559.1817855834961,402.4799734354019,454.0329694747925,276.06722116470337,446.3424324989319,338.08458745479584,427.3515611886978,393.89958679676056,173.32676367862004,168.23869778515842,402.4799734354019,393.89958679676056,RESTING,RESTING
34,0.68,535.2794945240021,275.713786482811,551.1492669582367,341.17754995822906,559.0078175067902,402.5595813989639,454.02073860168457,276.193767786026,446.23002111911774,338.2603257894516,427.0356774330139,393.8973069190979,173.40755915913184,168.22692653865698,402.5595813989639,393.8973069190979,RESTING,RESTING
35,0.7,535.3593707084656,275.81447660923004,551.0020136833191,341.4931923151016,558.8249981403351,402.76034474372864,454.0122091770172,276.2952357530594,446.1379945278168,338.40146362781525,426.3949781656265,393.88472735881805,173.52821658556545,168.11604383949856,402.76034474372864,393.88472735881805,RESTING,RESTING
36,0.72,535.4117810726166,275.9887933731079,550.7952153682709,341.8644368648529,558.6171269416809,403.07311713695526,454.00137305259705,276.3853579759598,445.96013724803925,338.42010498046875,425.5246013402939,393.7467008829117,173.69783837138738,167.88168733453622,403.07311713695526,393.7467008829117,RESTING,RESTING
37,0.74,535.4646742343903,276.09369456768036,550.6002724170685,342.11648404598236,558.3292722702026,403.3425182104111,453.9978861808777,276.4874964952469,445.6513077020645,338.42257261276245,424.4806319475174,393.4934735298157,173.88511411306004,167.5594990243137,403.3425182104111,393.4934735298157,RESTING,RESTING
38,0.76,535.5395078659058,276.27283930778503,550.4959344863892,342.4814522266388,558.0800414085388,403.61859798431396,453.99654507637024,276.5615254640579,445.30326426029205,338.4220093488693,423.59139919281006,393.217796087265,174.0624159336099,167.18071933516927,403.61859798431396,393.217796087265,RESTING,RESTING
39,0.78,535.6208324432373,276.44171118736267,550.4093527793884,342.7384078502655,557.8307032585144,403.97125482559204,453.9756238460541,276.78586542606354,444.87346708774567,338.6918932199478,422.9517996311188,393.21835935115814,174.19575903766219,166.84911964233268,403.97125482559204,393.21835935115814,RESTING,RESTING
40,0.8,535.6945395469666,276.52826607227325,550.3182113170624,342.8320437669754,557.4940323829651,404.2088717222214,453.9753556251526,276.8821030855179,444.5580393075943,338.74376714229584,422.52197563648224,393.12499165534973,174.26588296076235,166.64091429197924,404.2088717222214,393.12499165534973,RESTING,RESTING
41,0.82,535.7758104801178,276.59711837768555,550.248795747757,342.89440512657166,557.1703433990479,404.2292833328247,453.9753556251526,276.9698917865753,443.8285857439041,338.83713483810425,421.3995784521103,392.74618327617645,174.26301701533637,166.56306309506968,404.2292833328247,392.74618327617645,RESTING,RESTING
42,0.84,535.8547747135162,276.6102075576782,550.22411942482,342.8826838731766,556.90598487854,404.1087716817856,453.97932529449463,277.0260840654373,443.158757686615,338.8083815574646,419.9754595756531,391.9520616531372,174.2053555941032,166.50672234338987,404.1087716817856,391.9520616531372,RESTING,RESTING
43,0.86,535.9016060829163,276.6102343797684,550.2051293849945,342.7499681711197,556.6280007362366,403.7426769733429,453.99343371391296,277.1095275878906,442.12111830711365,338.775309920311,418.16636323928833,391.4072245359421,174.09862374330504,166.51496876096536,403.7426769733429,391.4072245359421,RESTING,RESTING
44,0.88,535.9901189804077,276.6124874353409,550.1997113227844,342.53488183021545,556.458055973053,403.33087742328644,453.9971351623535,277.11344361305237,441.13344848155975,338.5747879743576,415.7143145799637,390.3286546468735,173.97416232687885,166.3550956971038,403.33087742328644,390.3286546468735,RESTING,RESTING
45,0.9,536.2463772296906,276.64301097393036,550.163984298706,342.40468740463257,556.2520623207092,402.50454246997833,454.03114557266235,277.11025178432465,440.25953114032745,338.2935583591461,412.56515979766846,388.6650949716568,173.89497777770666,165.81225728920822,402.50454246997833,388.6650949716568,RESTING,RESTING
46,0.92,536.4915311336517,276.6502797603607,550.1609265804291,342.3083156347275,556.1749756336212,401.69719755649567,454.0726661682129,277.1110028028488,439.3169492483139,338.1505161523819,409.9884420633316,387.67881989479065,173.87460436751255,165.05897921550417,401.69719755649567,387.67881989479065,RESTING,RESTING
47,0.94,536.7387235164642,276.65655612945557,550.1655399799347,342.1984791755676,555.9638321399689,401.020610332489,454.16611433029175,277.09429264068604,438.3769154548645,337.7924680709839,407.7415555715561,386.4030808210373,173.88613529886433,164.2581168874339,401.020610332489,386.4030808210373,RESTING,RESTING
48,0.96,536.9446635246277,276.67211294174194,550.2523362636566,341.9536739587784,555.658221244812,399.8854458332062,454.2515695095062,277.0818203687668,436.7683410644531,337.5717222690582,404.5957535505295,385.4220360517502,173.8862901278707,163.41409544152938,399.8854458332062,385.4220360517502,RESTING,RESTING
49,0.98,537.0591938495636,276.7092078924179,550.3191769123077,341.2254273891449,555.3916096687317,398.40084314346313,454.29362654685974,277.10142731666565,435.0882589817047,337.4932676553726,402.11103558540344,384.1653674840927,173.83474738996287,162.76095504150481,398.40084314346313,384.1653674840927,RESTING,RESTING
50,1.0,537.0993733406067,276.7115145921707,550.3775417804718,340.371572971344,554.9357414245605,397.6796507835388,454.406601190567,277.1026611328125,433.95043909549713,337.17564046382904,399.7391313314438,381.1640828847885,173.62097591385628,162.17061945458317,397.6796507835388,381.1640828847885,RESTING,RESTING
51,1.02,537.1445417404175,276.7141968011856,550.436282157898,338.95429372787476,554.1300594806671,394.1156655550003,454.54859733581543,277.1033316850662,433.2361936569214,336.3307446241379,398.2193112373352,378.90094220638275,173.1718345895146,161.64928716093817,394.1156655550003,378.90094220638275,RESTING,RESTING
52,1.04,537.1946454048157,276.68477296829224,550.6369113922119,337.3227059841156,553.0819594860077,391.03091061115265,454.8713207244873,276.9821763038635,432.86081850528717,334.2472046613693,397.0819741487503,375.3665953874588,172.38283919212955,161.1766037191539,391.03091061115265,375.3665953874588,RESTING,RESTING
53,1.06,537.2497379779816,276.6450494527817,550.7811069488525,334.8851412534714,551.8625736236572,387.0926767587662,455.1604092121124,276.9660294055939,431.58910274505615,333.3522319793701,394.2089259624481,373.77009093761444,171.2423572703952,160.72002423599073,387.0926767587662,373.77009093761444,RESTING,RESTING
54,1.08,537.3185634613037,276.4496773481369,551.2370824813843,333.07819068431854,551.5601813793182,384.76156890392303,455.5355966091156,276.9344061613083,430.85087835788727,332.59871900081635,389.93622064590454,370.3287899494171,169.8611128442804,159.55983318262577,384.76156890392303,370.3287899494171,RESTING,RESTING
55,1.1,537.3504281044006,276.0859429836273,551.9184172153473,330.0822973251343,551.4689326286316,380.68825900554657,455.73450922966003,276.91831290721893,430.0412267446518,332.03202188014984,386.33074164390564,366.7130380868912,168.18643003207688,158.05829008143238,380.68825900554657,366.7130380868912,RESTING,RESTING
56,1.12,537.355363368988,275.53182542324066,552.2969305515289,328.01764011383057,550.708794593811,374.5711863040924,455.9827744960785,276.81300938129425,429.66507375240326,331.04225993156433,384.8553389310837,361.3978385925293,166.26231983121232,155.98856122094986,374.5711863040924,361.3978385925293,RESTING,RESTING
57,1.14,537.3638927936554,275.25287568569183,552.5942265987396,326.8942505121231,549.185836315155,369.7513908147812,456.19091391563416,276.6317993402481,429.1917711496353,330.5578261613846,383.9513272047043,358.3960175514221,164.04501034953122,153.62929967752365,369.7513908147812,358.3960175514221,RESTING,RESTING
58,1.16,537.3681843280792,275.04731118679047,553.1338334083557,324.4845539331436,547.3286211490631,364.2117440700531,456.385213136673,276.5121728181839,428.5942018032074,329.78784441947937,383.32009613513947,354.1168749332428,161.22340940351205,150.80497097892712,364.2117440700531,354.1168749332428,RESTING,RESTING
59,1.18,537.3704373836517,274.86524283885956,553.4930884838104,323.3692914247513,546.91561460495,357.87714421749115,456.547486782074,276.41808092594147,427.7543753385544,328.8881242275238,382.2746515274048,348.52044582366943,158.07787459495734,147.90657910129016,357.87714421749115,348.52044582366943,RESTING,RESTING
60,1.2,537.3725831508636,274.702325463295,553.5303175449371,322.9432761669159,546.8116521835327,348.019140958786,456.819623708725,276.36478543281555,427.5427222251892,328.210973739624,382.4768900871277,342.7989184856415,154.49602126232125,144.69980081637806,348.019140958786,342.7989184856415,RESTING,RESTING
61,1.22,537.3171150684357,274.64425563812256,553.5216808319092,323.3531713485718,545.2532887458801,344.78471875190735,457.23466873168945,276.26326382160187,427.46045887470245,327.60927379131317,382.7098935842514,336.632975935936,150.165250826723,141.00106464694375,344.78471875190735,336.632975935936,RESTING,EXTENDED
62,1.24,537.3275220394135,274.662709236145,553.7562668323517,324.0188419818878,545.4591751098633,338.93648386001587,457.493394613266,276.16211771965027,427.1577179431915,327.0363539457321,383.24158787727356,330.68268299102783,144.8624708548228,136.4714854028937,338.93648386001587,330.68268299102783,RESTING,EXTENDED
63,1.26,537.3364806175232,274.7339755296707,553.7460744380951,327.7229994535446,545.2042579650879,336.7949277162552,457.59392380714417,276.07993483543396,426.55057311058044,326.8012583255768,383.1875681877136,325.35855174064636,137.9661581328824,131.22382852415765,336.7949277162552,325.35855174064636,EXTENDED,EXTENDED
64,1.28,537.3429715633392,274.8221665620804,553.7893116474152,330.10903894901276,545.4012393951416,332.0097863674164,457.6852262020111,275.96814036369324,425.8663684129715,326.3455241918564,382.5863778591156,317.901286482811,125.04209015008128,125.05030056066985,332.0097863674164,317.901286482811,EXTENDED,EXTENDED
65,1.3,537.3355150222778,274.84472393989563,553.6539137363434,331.2903642654419,546.6405272483826,328.5185158252716,457.6832950115204,275.5495011806488,425.26429295539856,326.00796818733215,382.66826570034027,313.59052062034607,106.20753603842385,118.86594284620537,328.5185158252716,313.59052062034607,EXTENDED,EXTENDED
66,1.32,537.2902393341064,274.8298108577728,553.6482810974121,331.20410442352295,547.6569771766663,326.1000484228134,457.57434368133545,275.25046169757843,424.52161610126495,325.85687935352325,382.81034231185913,308.7421864271164,84.78535520869791,112.73235511269672,326.1000484228134,308.7421864271164,FLEXED,EXTENDED
67,1.34,537.2355222702026,274.81808960437775,553.5878241062164,331.19444847106934,547.7437198162079,324.3077963590622,457.462602853775,275.0242441892624,423.21969866752625,325.6203353404999,383.00201296806335,305.3779721260071,63.11263069672325,107.09620707705236,324.3077963590622,305.3779721260071,FLEXED,EXTENDED
68,1.36,537.1317744255066,274.8498469591141,553.8100183010101,331.16561472415924,547.6397573947906,320.237597823143,457.3509693145752,274.75071251392365,421.692019701004,325.30820667743683,383.29289853572845,300.2031594514847,41.79984912187967,101.58758615019794,320.237597823143,300.2031594514847,FLEXED,EXTENDED
69,1.38,537.1283948421478,274.97910261154175,553.8038492202759,331.10038340091705,547.6394891738892,315.3080463409424,457.2791397571564,274.67539608478546,420.3724801540375,324.93712306022644,383.5887998342514,296.53676748275757,25.51442203595349,97.06383513012483,315.3080463409424,296.53676748275757,FLEXED,FLEXED
70,1.4,537.1396064758301,275.04390478134155,553.8025617599487,331.11304342746735,548.5752582550049,316.3323014974594,457.2209894657135,274.62998628616333,419.64136362075806,324.59103763103485,385.2842777967453,293.5223400592804,15.637393452839012,92.73563998419523,316.3323014974594,293.5223400592804,FLEXED,FLEXED
71,1.42,537.2096121311188,275.00431537628174,553.9324879646301,332.0907086133957,547.9166686534882,308.4396868944168,457.1391820907593,274.5202839374542,418.3879405260086,324.2203563451767,387.0363235473633,289.0961319208145,9.370495462270966,88.50655689058277,308.4396868944168,289.0961319208145,FLEXED,FLEXED
72,1.44,537.1626198291779,274.7948616743088,554.0986239910126,332.62849152088165,547.0114767551422,301.7100512981415,457.0985198020935,274.432897567749,417.62353777885437,323.34163784980774,389.4424259662628,285.5668008327484,5.2242025803298775,84.15831909752902,301.7100512981415,285.5668008327484,FLEXED,FLEXED
73,1.46,536.8671476840973,274.67665672302246,554.7688007354736,332.81970620155334,544.794899225235,296.50364220142365,457.0885419845581,274.31230545043945,417.1153128147125,322.39141166210175,391.9391602277756,280.51359951496124,2.9847218200564947,79.90517416592394,296.50364220142365,280.51359951496124,FLEXED,FLEXED
74,1.48,536.5647554397583,274.002805352211,555.2462339401245,332.7671080827713,542.1756148338318,294.15177404880524,457.0842504501343,274.2263674736023,416.7670279741287,321.83584570884705,394.6580618619919,279.39316034317017,2.242742373425222,75.73648796318547,294.15177404880524,279.39316034317017,FLEXED,FLEXED
75,1.5,536.506712436676,273.43948781490326,555.6662678718567,332.75337517261505,541.7124509811401,292.58847534656525,457.11536407470703,274.0582466125488,416.7547971010208,321.6520607471466,395.67483365535736,277.506548166275,1.908974864680842,71.93580785164512,292.58847534656525,277.506548166275,FLEXED,FLEXED
76,1.52,536.5401864051819,273.0920612812042,555.6444346904755,332.64077603816986,541.7460858821869,293.0784344673157,457.1364998817444,273.8741397857666,416.7761743068695,321.4136391878128,397.09796011447906,275.8522689342499,1.811565925058396,68.73482378161728,293.0784344673157,275.8522689342499,FLEXED,FLEXED
77,1.54,536.629718542099,272.9208290576935,555.6419670581818,332.6010525226593,541.8106734752655,291.15443229675293,457.13499784469604,273.68743121623993,416.6699320077896,321.24063670635223,398.4925478696823,275.0676155090332,1.2860667360787992,65.98540917492447,291.15443229675293,275.0676155090332,FLEXED,FLEXED
78,1.56,536.7272436618805,272.9301631450653,555.6401431560516,332.57817327976227,541.4611279964447,285.60606837272644,457.11981654167175,273.5396146774292,416.62060618400574,321.07892632484436,399.4476020336151,274.33110773563385,1.0939937121968544,63.95445134150161,285.60606837272644,274.33110773563385,FLEXED,FLEXED
79,1.58,536.779922246933,272.9394167661667,555.6307554244995,332.59531259536743,541.0092294216156,281.69535398483276,457.0966422557831,273.37101101875305,416.65641367435455,321.03335559368134,400.95017552375793,273.4031170606613,1.1829099727975614,62.11230469978195,281.69535398483276,273.4031170606613,FLEXED,FLEXED
80,1.6,536.7822825908661,272.969189286232,555.6266248226166,332.5823038816452,541.1322891712189,277.9408782720566,456.879061460495,273.2584923505783,416.50274991989136,320.84045112133026,401.6585201025009,271.59450352191925,1.4688270885827228,60.36580252542981,277.9408782720566,271.59450352191925,FLEXED,FLEXED
81,1.62,536.7506861686707,273.0578899383545,555.6271612644196,332.57372081279755,541.2227869033813,276.0123163461685,456.73567056655884,273.1994301080704,415.91899394989014,320.82049548625946,402.84657776355743,269.3656951189041,1.8168810148230292,58.59871445798076,276.0123163461685,269.3656951189041,FLEXED,FLEXED
82,1.64,536.6578280925751,273.1641858816147,555.6881546974182,332.5632870197296,541.2979960441589,275.194376707077,456.54357075691223,273.1786161661148,415.45269191265106,320.8089083433151,404.168826341629,267.58602261543274,2.3966550180577153,56.77274856177171,275.194376707077,267.58602261543274,FLEXED,FLEXED
83,1.66,536.6254806518555,273.2691675424576,555.7442665100098,332.56411850452423,541.3537859916687,274.9192088842392,456.4324200153351,273.103728890419,415.4740422964096,320.8136022090912,405.491504073143,267.69205033779144,3.0084104287239466,54.91065304075013,274.9192088842392,267.69205033779144,FLEXED,FLEXED
84,1.68,536.5347146987915,273.36398363113403,555.7427108287811,332.7573984861374,541.3975596427917,275.1486450433731,456.265264749527,273.08227121829987,415.4879629611969,320.8764463663101,406.89365565776825,268.155375123024,3.494329646785699,53.1436683186864,275.1486450433731,268.155375123024,FLEXED,FLEXED
85,1.7,536.4696443080902,273.4811156988144,555.7157814502716,333.25406312942505,541.4317846298218,276.0966181755066,456.0744524002075,273.0691283941269,415.53120017051697,321.15145325660706,408.02002251148224,269.1666215658188,3.720472653716913,51.397322498404755,276.0966181755066,269.1666215658188,FLEXED,FLEXED
86,1.72,536.4099383354187,273.55130910873413,555.6267857551575,333.82816314697266,541.386616230011,277.0969480276108,455.9549331665039,273.05308878421783,415.8029079437256,321.9628483057022,410.07770597934723,269.74353790283203,3.7769502858376205,49.55445242300687,277.0969480276108,269.74353790283203,FLEXED,FLEXED
87,1.74,536.1311495304108,273.73595237731934,555.5795252323151,334.8111391067505,541.3232624530792,277.48348116874695,455.8532238006592,273.0443447828293,416.6380673646927,322.79752492904663,411.7326021194458,270.21917402744293,3.779946719963262,47.71855520830328,277.48348116874695,270.21917402744293,FLEXED,FLEXED
88,1.76,535.9869003295898,274.070343375206,555.3069055080414,335.82608699798584,541.2025094032288,277.5069236755371,455.84925413131714,273.0376660823822,418.76854598522186,323.51439893245697,413.72497379779816,270.52180767059326,3.764328182437829,45.80847111318663,277.5069236755371,270.52180767059326,FLEXED,FLEXED
89,1.78,535.9223663806915,274.4194597005844,554.8065662384033,336.5543872117996,541.0995662212372,277.82720625400543,455.88412284851074,273.03444743156433,420.2150881290436,324.09847676754,414.60004448890686,270.7397371530533,3.7301238228901985,44.0511113288258,277.82720625400543,270.7397371530533,FLEXED,FLEXED
90,1.8,535.7421219348907,274.70224499702454,554.2912065982819,337.04313933849335,540.9806370735168,278.00517082214355,455.88857531547546,273.0444520711899,421.39078080654144,324.7211515903473,415.33590853214264,270.99047005176544,3.7397088960102955,42.41030494676159,278.00517082214355,270.99047005176544,FLEXED,FLEXED
91,1.82,535.5826914310455,274.83804523944855,553.5891652107239,337.48921751976013,540.7580137252808,279.2161613702774,455.90853095054626,273.0603039264679,422.53935635089874,325.7680982351303,415.8142000436783,271.6294527053833,3.744760729699204,41.165926110245906,279.2161613702774,271.6294527053833,FLEXED,FLEXED
92,1.84,535.4835033416748,274.92116689682007,553.17063331604,337.7979665994644,540.7253444194794,279.4491916894913,455.9046685695648,273.12239706516266,423.7099528312683,327.14004814624786,416.55752062797546,272.6560413837433,3.7393151384914995,40.105676301187565,279.4491916894913,272.6560413837433,FLEXED,FLEXED
